,date,values
0,2000-01-01,4739.414
1,2001-01-01,4851.189
2,2002-01-01,4978.638
3,2003-01-01,5084.017
4,2004-01-01,5190.444
5,2005-01-01,5299.567
6,2006-01-01,5484.883
7,2007-01-01,5597.674
8,2008-01-01,5726.705
9,2009-01-01,5867.489
10,2010-01-01,5947.185
11,2011-01-01,6056.008
12,2012-01-01,6183.119
13,2013-01-01,6327.622
14,2014-01-01,6499.375
15,2015-01-01,6670.803
16,2016-01-01,6806.315
17,2017-01-01,6898.912
18,2018-01-01,6974.948
19,2019-01-01,7063.4
20,2020-01-01,7154.478
