,MetroArea,date,values
847,ELPPOP,2015-04-01,162.98
848,ELPPOP,2015-07-01,164.54
849,ELPPOP,2015-10-01,166.39
850,ELPPOP,2016-01-01,164.11
851,ELPPOP,2016-04-01,166.17
852,ELPPOP,2016-07-01,167.03
853,ELPPOP,2016-10-01,166.54
854,ELPPOP,2017-01-01,168.93
855,ELPPOP,2017-04-01,168.62
856,ELPPOP,2017-07-01,171.6
857,ELPPOP,2017-10-01,175.76
858,ELPPOP,2018-01-01,172.81
859,ELPPOP,2018-04-01,175.11
860,ELPPOP,2018-07-01,177.63
861,ELPPOP,2018-10-01,177.3
862,ELPPOP,2019-01-01,179.93
863,ELPPOP,2019-04-01,182.26
864,ELPPOP,2019-07-01,183.77
865,ELPPOP,2019-10-01,185.39
866,ELPPOP,2020-01-01,188.6
867,ELPPOP,2020-04-01,188.29
868,ELPPOP,2020-07-01,193.81
869,ELPPOP,2020-10-01,196.18
870,ELPPOP,2021-01-01,204.1
871,ELPPOP,2021-04-01,209.95
872,MCLPOP,1987-01-01,89.49
873,MCLPOP,1987-04-01,86.27
874,MCLPOP,1987-07-01,85.26
875,MCLPOP,1987-10-01,78.61
876,MCLPOP,1988-01-01,81.61
877,MCLPOP,1988-04-01,84.27
878,MCLPOP,1988-07-01,81.2
879,MCLPOP,1988-10-01,86.9
880,MCLPOP,1989-01-01,80.05
881,MCLPOP,1989-04-01,70.12
882,MCLPOP,1989-07-01,88.63
883,MCLPOP,1989-10-01,84.44
884,MCLPOP,1990-01-01,83.34
885,MCLPOP,1990-04-01,84.75
886,MCLPOP,1990-07-01,84.7
887,MCLPOP,1990-10-01,82.82
888,MCLPOP,1991-01-01,86.31
889,MCLPOP,1991-04-01,87.26
890,MCLPOP,1991-07-01,87
891,MCLPOP,1991-10-01,90.13
892,MCLPOP,1992-01-01,89.46
893,MCLPOP,1992-04-01,89.5
894,MCLPOP,1992-07-01,91.81
895,MCLPOP,1992-10-01,92.23
896,MCLPOP,1993-01-01,93.72
897,MCLPOP,1993-04-01,95.07
898,MCLPOP,1993-07-01,96.18
899,MCLPOP,1993-10-01,96.65
900,MCLPOP,1994-01-01,98.89
901,MCLPOP,1994-04-01,98.87
902,MCLPOP,1994-07-01,100.23
903,MCLPOP,1994-10-01,99.59
904,MCLPOP,1995-01-01,100.00
905,MCLPOP,1995-04-01,101.4
906,MCLPOP,1995-07-01,101.19
907,MCLPOP,1995-10-01,102.73
908,MCLPOP,1996-01-01,103.99
909,MCLPOP,1996-04-01,103.94
910,MCLPOP,1996-07-01,101.51
911,MCLPOP,1996-10-01,100.68
912,MCLPOP,1997-01-01,100.35
913,MCLPOP,1997-04-01,100.81
914,MCLPOP,1997-07-01,102.24
915,MCLPOP,1997-10-01,103.1
916,MCLPOP,1998-01-01,101.62
917,MCLPOP,1998-04-01,104.4
918,MCLPOP,1998-07-01,105.36
919,MCLPOP,1998-10-01,104.05
920,MCLPOP,1999-01-01,105.3
921,MCLPOP,1999-04-01,106.59
922,MCLPOP,1999-07-01,104.6
923,MCLPOP,1999-10-01,107.44
924,MCLPOP,2000-01-01,107.06
925,MCLPOP,2000-04-01,109.36
926,MCLPOP,2000-07-01,109.53
927,MCLPOP,2000-10-01,108.23
928,MCLPOP,2001-01-01,112.21
929,MCLPOP,2001-04-01,112.59
930,MCLPOP,2001-07-01,113.96
931,MCLPOP,2001-10-01,115.37
932,MCLPOP,2002-01-01,116.05
933,MCLPOP,2002-04-01,117.73
934,MCLPOP,2002-07-01,118.12
935,MCLPOP,2002-10-01,120.65
936,MCLPOP,2003-01-01,121.81
937,MCLPOP,2003-04-01,123.23
938,MCLPOP,2003-07-01,123.8
939,MCLPOP,2003-10-01,123.83
940,MCLPOP,2004-01-01,126.4
941,MCLPOP,2004-04-01,127.72
942,MCLPOP,2004-07-01,129.79
943,MCLPOP,2004-10-01,130.72
944,MCLPOP,2005-01-01,130.32
945,MCLPOP,2005-04-01,133.71
946,MCLPOP,2005-07-01,135.01
947,MCLPOP,2005-10-01,137.51
948,MCLPOP,2006-01-01,138.4
949,MCLPOP,2006-04-01,140.09
950,MCLPOP,2006-07-01,140.58
951,MCLPOP,2006-10-01,145
952,MCLPOP,2007-01-01,143.22
953,MCLPOP,2007-04-01,147.01
954,MCLPOP,2007-07-01,147.68
955,MCLPOP,2007-10-01,148.84
956,MCLPOP,2008-01-01,146.64
957,MCLPOP,2008-04-01,148.74
958,MCLPOP,2008-07-01,148.94
959,MCLPOP,2008-10-01,145.22
960,MCLPOP,2009-01-01,148.32
961,MCLPOP,2009-04-01,147.46
962,MCLPOP,2009-07-01,146.96
963,MCLPOP,2009-10-01,146.42
964,MCLPOP,2010-01-01,142.09
965,MCLPOP,2010-04-01,144.44
966,MCLPOP,2010-07-01,145.28
967,MCLPOP,2010-10-01,142.71
968,MCLPOP,2011-01-01,142.95
969,MCLPOP,2011-04-01,139.62
970,MCLPOP,2011-07-01,146.29
971,MCLPOP,2011-10-01,141.33
972,MCLPOP,2012-01-01,142.99
973,MCLPOP,2012-04-01,143.39
974,MCLPOP,2012-07-01,143.91
975,MCLPOP,2012-10-01,143.67
976,MCLPOP,2013-01-01,142.01
977,MCLPOP,2013-04-01,143.2
978,MCLPOP,2013-07-01,141.36
979,MCLPOP,2013-10-01,143.9
980,MCLPOP,2014-01-01,145.85
981,MCLPOP,2014-04-01,147.2
982,MCLPOP,2014-07-01,148.14
983,MCLPOP,2014-10-01,151.97
984,MCLPOP,2015-01-01,149.39
985,MCLPOP,2015-04-01,152.94
986,MCLPOP,2015-07-01,151.86
987,MCLPOP,2015-10-01,154.44
988,MCLPOP,2016-01-01,153.37
989,MCLPOP,2016-04-01,158.04
990,MCLPOP,2016-07-01,158.37
991,MCLPOP,2016-10-01,163.54
992,MCLPOP,2017-01-01,162.28
993,MCLPOP,2017-04-01,161.7
994,MCLPOP,2017-07-01,164.61
995,MCLPOP,2017-10-01,162.5
996,MCLPOP,2018-01-01,169.47
997,MCLPOP,2018-04-01,170.86
998,MCLPOP,2018-07-01,167.69
999,MCLPOP,2018-10-01,172.07
1000,MCLPOP,2019-01-01,175.67
1001,MCLPOP,2019-04-01,173.92
1002,MCLPOP,2019-07-01,177.65
1003,MCLPOP,2019-10-01,181.43
1004,MCLPOP,2020-01-01,180.9
1005,MCLPOP,2020-04-01,183.96
1006,MCLPOP,2020-07-01,184.93
1007,MCLPOP,2020-10-01,188.03
1008,MCLPOP,2021-01-01,193.73
1009,MCLPOP,2021-04-01,198.28
