,date,values
0,2000-01-01,1265.715
1,2001-01-01,1324.426
2,2002-01-01,1353.176
3,2003-01-01,1382.693
4,2004-01-01,1418.999
5,2005-01-01,1464.309
6,2006-01-01,1528.958
7,2007-01-01,1594.525
8,2008-01-01,1654.1
9,2009-01-01,1705.075
10,2010-01-01,1727.514
11,2011-01-01,1780.679
12,2012-01-01,1834.861
13,2013-01-01,1883.749
14,2014-01-01,1943.017
15,2015-01-01,2002.814
16,2016-01-01,2062.808
17,2017-01-01,2115.999
18,2018-01-01,2166.805
19,2019-01-01,2228.106
20,2020-01-01,2295.303
